y_positions,T_true,T_pinn
0.0,350.0,350.699677718293
0.005025125628140704,350.0002512562814,350.46256809773774
0.010050251256281407,350.00050251256283,350.03031769752295
0.015075376884422112,350.0007537688442,349.6772853799914
0.020100502512562814,350.0010050251256,350.3501166819324
0.02512562814070352,350.00125628140705,350.1979989741179
0.030150753768844223,350.00150753768844,350.4491041477023
0.035175879396984924,350.0017587939698,350.3193446948108
0.04020100502512563,350.0020100502513,350.52678640791095
0.04522613065326633,350.00226130653266,349.7346437007524
0.05025125628140704,350.00251256281405,350.6612095956312
0.05527638190954774,350.0027638190955,350.1015636214417
0.06030150753768845,350.0030150753769,351.0406455116895
0.06532663316582915,350.00326633165827,349.6586724226135
0.07035175879396985,350.0035175879397,350.87149948952236
0.07537688442211056,350.0037688442211,350.10272423595245
0.08040201005025126,350.0040201005025,349.67831109869525
0.08542713567839197,350.00427135678393,349.76232843975674
0.09045226130653267,350.0045226130653,349.84434895896817
0.09547738693467336,350.0047738693467,350.21685684254766
0.10050251256281408,350.00502512562815,350.2664428696459
0.10552763819095477,350.00527638190954,349.71842637994024
0.11055276381909548,350.0055276381909,349.9933503420604
0.11557788944723618,350.00577889447237,351.0769140737783
0.1206030150753769,350.00603015075376,350.8698017358041
0.1256281407035176,350.0062814070352,350.2244432418722
0.1306532663316583,350.0065326633166,350.0255344024007
0.135678391959799,350.006783919598,350.0667995829571
0.1407035175879397,350.0070351758794,350.3137941622446
0.14572864321608042,350.0072864321608,349.4958901495616
0.15075376884422112,350.0075376884422,349.8788494197305
0.15577889447236182,350.00778894472364,349.17349690778485
0.16080402010050251,350.00804020100503,350.20765176230765
0.1658291457286432,350.0082914572864,350.3318894271378
0.17085427135678394,350.00854271356786,349.76694948241817
0.17587939698492464,350.00879396984925,350.79578735149425
0.18090452261306533,350.00904522613064,349.39616239462947
0.18592964824120603,350.0092964824121,349.2771090423072
0.19095477386934673,350.00954773869347,350.12177364797344
0.19597989949748745,350.00979899497486,350.53334814628096
0.20100502512562815,350.0100502512563,350.8520140969852
0.20603015075376885,350.0103015075377,349.7808593761032
0.21105527638190955,350.0105527638191,350.54989318053475
0.21608040201005024,350.0108040201005,349.9915497853502
0.22110552763819097,350.0110552763819,349.9247416264115
0.22613065326633167,350.0113065326633,350.4531365014066
0.23115577889447236,350.01155778894474,350.33771922815146
0.23618090452261306,350.01180904522613,349.223612966734
0.2412060301507538,350.0120603015075,350.7503304763705
0.24623115577889448,350.01231155778896,350.7023572348627
0.2512562814070352,350.01256281407035,349.69978146331556
0.2562814070351759,350.01281407035174,350.21071583707044
0.2613065326633166,350.0130653266332,350.26008041977457
0.2663316582914573,350.01331658291457,350.1436534658265
0.271356783919598,350.01356783919596,349.73841526227324
0.27638190954773867,350.0138190954774,349.67800741150836
0.2814070351758794,350.0140703517588,350.00129331626306
0.2864321608040201,350.0143216080402,350.60068611766985
0.29145728643216084,350.0145728643216,350.2863729416188
0.2964824120603015,350.014824120603,349.82951695455995
0.30150753768844224,350.0150753768844,350.4009247322086
0.3065326633165829,350.01532663316584,348.5910553228508
0.31155778894472363,350.01557788944723,350.5899607396333
0.3165829145728643,350.0158291457286,349.1459722563396
0.32160804020100503,350.01608040201006,349.8348599313085
0.32663316582914576,350.01633165829145,349.4564967109784
0.3316582914572864,350.01658291457284,349.36924217671236
0.3366834170854272,350.0168341708543,350.5972475645435
0.3417085427135679,350.01708542713567,349.7832348264797
0.3467336683417086,350.0173366834171,350.1905886242825
0.35175879396984927,350.0175879396985,349.9941276502589
0.35678391959799,350.0178391959799,350.25635960959147
0.36180904522613067,350.01809045226133,350.05650139779146
0.3668341708542714,350.0183417085427,349.37684559644845
0.37185929648241206,350.0185929648241,350.51672637454766
0.3768844221105528,350.01884422110555,349.7719659295249
0.38190954773869346,350.01909547738694,349.2408045280571
0.3869346733668342,350.0193467336683,349.80528915318536
0.3919597989949749,350.0195979899498,350.76997788526694
0.39698492462311563,350.01984924623116,350.4449601172879
0.4020100502512563,350.02010050251255,349.8457744353086
0.407035175879397,350.020351758794,349.84572290663476
0.4120603015075377,350.0206030150754,349.8597854894667
0.4170854271356784,350.02085427135677,351.0592282631372
0.4221105527638191,350.0211055276382,350.212073253754
0.4271356783919598,350.0213567839196,350.2363776075151
0.4321608040201005,350.021608040201,350.5367497672169
0.4371859296482412,350.02185929648243,350.1412538759957
0.44221105527638194,350.0221105527638,349.8925894798535
0.44723618090452266,350.0223618090452,349.9241868845027
0.45226130653266333,350.02261306532665,349.98681243561964
0.45728643216080406,350.02286432160804,350.00425320335313
0.4623115577889447,350.0231155778894,350.38693034970794
0.46733668341708545,350.0233668341709,350.0493397770745
0.4723618090452261,350.02361809045226,350.38993812906006
0.47738693467336685,350.02386934673365,349.98351105667933
0.4824120603015076,350.0241206030151,350.0634381981731
0.48743718592964824,350.0243718592965,349.02527151703043
0.49246231155778897,350.02462311557787,350.48278695292913
0.49748743718592975,350.0248743718593,350.1981186098083
0.5025125628140704,350.0251256281407,350.52413068307055
0.507537688442211,350.0253768844221,348.57724919532524
0.5125628140703518,350.02562814070353,351.06981549309387
0.5175879396984926,350.0258793969849,349.95608458290735
0.5226130653266332,350.0261306532663,350.5802220616351
0.5276381909547739,350.02638190954775,349.50642894598496
0.5326633165829145,350.02663316582914,350.3330201183604
0.5376884422110554,350.0268844221105,349.5001766405237
0.542713567839196,350.02713567839197,349.7152511980441
0.5477386934673367,350.02738693467336,350.98440261160675
0.5527638190954773,350.02763819095475,349.9322969905731
0.5577889447236182,350.0278894472362,350.13660588382606
0.5628140703517588,350.0281407035176,350.463174568862
0.5678391959798995,350.02839195979897,350.2762329037853
0.5728643216080402,350.0286432160804,350.1038526686522
0.577889447236181,350.0288944723618,350.2113749735949
0.5829145728643217,350.02914572864324,351.23085352126236
0.5879396984924623,350.02939698492463,350.00058758640785
0.592964824120603,350.029648241206,350.1301977645635
0.5979899497487438,350.02989949748746,350.5552266954913
0.6030150753768845,350.03015075376885,350.58291372024786
0.6080402010050251,350.03040201005024,350.6239171628304
0.6130653266331658,350.0306532663317,350.35001837734626
0.6180904522613065,350.03090452261307,349.45940206624783
0.6231155778894473,350.03115577889446,350.847871545045
0.628140703517588,350.0314070351759,349.45823433866656
0.6331658291457286,350.0316582914573,350.1829760240768
0.6381909547738694,350.0319095477387,349.654771622729
0.6432160804020101,350.0321608040201,350.0000916307236
0.6482412060301508,350.0324120603015,350.19679326545327
0.6532663316582915,350.0326633165829,350.193341924308
0.6582914572864322,350.03291457286434,350.243874949982
0.6633165829145728,350.03316582914573,350.84002146367504
